matchID,名前,打数,安打,打率,打点
2025328,若林,6,4,0.6666666666666666,2
2025328,キャベッジ,4,3,0.75,2
2025328,吉川,4,1,0.25,2
2025328,岡本,5,1,0.2,0
2025328,ヘルナンデス,5,2,0.4,0
2025328,坂本,5,0,0.0,0
2025328,マルティネス,0,0,0,0
2025328,甲斐,5,3,0.6,0
2025328,増田大,0,0,0,0
2025328,門脇,4,1,0.25,0
2025328,戸郷,1,1,1.0,0
2025328,浦田,1,0,0.0,0
2025328,堀田,0,0,0,0
2025328,オコエ,1,0,0.0,0
2025328,泉,0,0,0,0
2025328,長野,1,1,1.0,0
2025328,湯浅,0,0,0,0
2025328,大城卓,1,0,0.0,0
2025329,若林,4,1,0.25,0
2025329,キャベッジ,5,1,0.2,4
2025329,吉川,3,2,0.6666666666666666,0
2025329,岡本,3,1,0.3333333333333333,1
2025329,田中瑛,0,0,0,0
2025329,横川,0,0,0,0
2025329,ヘルナンデス,4,2,0.5,2
2025329,オコエ,1,0,0.0,0
2025329,中山,5,1,0.2,0
2025329,甲斐,4,3,0.75,2
2025329,高梨,0,0,0,0
2025329,湯浅,1,0,0.0,0
2025329,門脇,4,2,0.5,2
2025329,浦田,1,0,0.0,0
2025329,赤星,1,0,0.0,0
2025329,船迫,0,0,0,0
2025329,岸田,1,0,0.0,0
2025330,若林,4,0,0.0,0
2025330,大城卓,1,1,1.0,1
2025330,オコエ,0,0,0,0
2025330,キャベッジ,4,1,0.25,0
2025330,吉川,4,2,0.5,0
2025330,岡本,2,1,0.5,0
2025330,ヘルナンデス,2,0,0.0,0
2025330,坂本,4,0,0.0,0
2025330,甲斐,4,1,0.25,0
2025330,門脇,2,1,0.5,0
2025330,石川,2,1,0.5,1
2025330,田中瑛,0,0,0,0
2025330,浦田,1,0,0.0,0
2025330,バルドナード,0,0,0,0
2025330,船迫,0,0,0,0
2025330,大勢,0,0,0,0
2025330,中山,1,0,0.0,0
2025330,マルティネス,0,0,0,0
202541,オコエ,3,0,0.0,0
202541,若林,2,0,0.0,0
202541,キャベッジ,4,1,0.25,0
202541,吉川,4,0,0.0,0
202541,岡本,4,1,0.25,1
202541,ヘルナンデス,4,2,0.5,0
202541,甲斐,4,1,0.25,0
202541,中山,4,2,0.5,0
202541,門脇,4,1,0.25,0
202541,井上,2,0,0.0,0
202541,長野,1,1,1.0,0
202541,湯浅,0,0,0,0
202541,バルドナード,0,0,0,0
202541,大城卓,1,1,1.0,1
202541,増田大,0,0,0,0
202542,中山,2,0,0.0,0
202542,坂本,1,0,0.0,0
202542,キャベッジ,4,3,0.75,0
202542,吉川,4,1,0.25,0
202542,岡本,2,1,0.5,1
202542,ヘルナンデス,4,1,0.25,1
202542,甲斐,4,0,0.0,0
202542,萩尾,4,1,0.25,0
202542,マルティネス,0,0,0,0
202542,門脇,4,0,0.0,0
202542,山﨑,3,0,0.0,0
202542,若林,0,0,0,0
202543,若林,3,2,0.6666666666666666,0
202543,キャベッジ,4,2,0.5,0
202543,吉川,4,1,0.25,1
202543,岡本,4,3,0.75,1
202543,ヘルナンデス,3,1,0.3333333333333333,0
202543,甲斐,3,1,0.3333333333333333,0
202543,坂本,2,1,0.5,2
202543,門脇,4,0,0.0,0
202543,田中将,2,0,0.0,0
202543,田中瑛,0,0,0,0
202543,中山,1,1,1.0,0
202543,高梨,0,0,0,0
202543,船迫,0,0,0,0
202543,大勢,0,0,0,0
202543,オコエ,1,1,1.0,0
202543,マルティネス,0,0,0,0
202544,若林,4,2,0.5,0
202544,泉,0,0,0,0
202544,キャベッジ,4,0,0.0,0
202544,吉川,4,1,0.25,1
202544,岡本,4,1,0.25,0
202544,ヘルナンデス,3,0,0.0,0
202544,甲斐,4,2,0.5,1
202544,中山,4,0,0.0,0
202544,門脇,2,0,0.0,0
202544,大城卓,1,0,0.0,0
202544,湯浅,0,0,0,0
202544,戸郷,0,0,0,0
202544,萩尾,1,0,0.0,0
202544,横川,0,0,0,0
202544,泉口,1,0,0.0,0
202544,堀田,0,0,0,0
202544,オコエ,1,0,0.0,0
202545,若林,4,0,0.0,0
202545,キャベッジ,4,2,0.5,0
202545,吉川,4,1,0.25,0
202545,岡本,4,2,0.5,3
202545,ヘルナンデス,4,0,0.0,0
202545,甲斐,3,1,0.3333333333333333,0
202545,坂本,3,0,0.0,0
202545,門脇,2,0,0.0,0
202545,赤星,1,0,0.0,0
202545,オコエ,1,0,0.0,0
202545,高梨,0,0,0,0
202545,ケラー,0,0,0,0
202545,長野,1,0,0.0,0
202545,泉,0,0,0,0
202546,萩尾,4,0,0.0,0
202546,キャベッジ,4,2,0.5,0
202546,吉川,4,1,0.25,0
202546,岡本,4,1,0.25,0
202546,甲斐,4,1,0.25,0
202546,ヘルナンデス,4,1,0.25,0
202546,中山,2,0,0.0,0
202546,中川,0,0,0,0
202546,田中瑛,0,0,0,0
202546,増田大,1,0,0.0,0
202546,ケラー,0,0,0,0
202546,大勢,0,0,0,0
202546,門脇,2,0,0.0,0
202546,石川,1,0,0.0,0
202546,坂本,2,0,0.0,0
202548,若林,6,0,0.0,0
202548,キャベッジ,6,0,0.0,0
202548,吉川,6,3,0.5,0
202548,岡本,5,3,0.6,2
202548,ヘルナンデス,2,0,0.0,0
202548,増田大,0,0,0,0
202548,横川,0,0,0,0
202548,マルティネス,0,0,0,0
202548,甲斐,5,2,0.4,1
202548,中山,4,1,0.25,0
202548,大勢,0,0,0,0
202548,高梨,0,0,0,0
202548,田中瑛,0,0,0,0
202548,オコエ,1,0,0.0,0
202548,門脇,5,1,0.2,0
202548,井上,2,0,0.0,0
202548,大城卓,1,0,0.0,0
202548,ケラー,0,0,0,0
202548,中川,0,0,0,0
202548,坂本,2,0,0.0,0
202549,若林,5,1,0.2,0
202549,キャベッジ,5,1,0.2,1
202549,吉川,5,1,0.2,0
202549,岡本,3,3,1.0,1
202549,ヘルナンデス,4,1,0.25,1
202549,甲斐,3,1,0.3333333333333333,1
202549,坂本,4,1,0.25,0
202549,泉口,4,2,0.5,1
202549,山﨑,3,0,0.0,0
202549,中山,1,1,1.0,1
202549,泉,0,0,0,0
202549,高梨,0,0,0,0
202549,マルティネス,0,0,0,0
2025411,若林,3,0,0.0,1
2025411,中川,0,0,0,0
2025411,中山,1,0,0.0,0
2025411,坂本,4,0,0.0,0
2025411,横川,0,0,0,0
2025411,吉川,4,0,0.0,0
2025411,岡本,4,1,0.25,0
2025411,キャベッジ,3,1,0.3333333333333333,1
2025411,ヘルナンデス,4,0,0.0,0
2025411,甲斐,2,1,0.5,1
2025411,泉,0,0,0,0
2025411,船迫,0,0,0,0
2025411,佐々木,1,0,0.0,0
2025411,泉口,3,1,0.3333333333333333,0
2025411,戸郷,1,0,0.0,0
2025411,岸田,2,0,0.0,0
2025412,若林,3,0,0.0,0
2025412,大城卓,1,0,0.0,0
2025412,田中瑛,0,0,0,0
2025412,高梨,0,0,0,0
2025412,横川,0,0,0,0
2025412,船迫,0,0,0,0
2025412,長野,0,0,0,0
2025412,中山,5,1,0.2,0
2025412,吉川,4,3,0.75,0
2025412,岡本,3,0,0.0,0
2025412,キャベッジ,4,0,0.0,0
2025412,甲斐,3,0,0.0,0
2025412,ヘルナンデス,4,1,0.25,0
2025412,増田大,0,0,0,0
2025412,泉口,3,1,0.3333333333333333,0
2025412,赤星,2,1,0.5,0
2025412,坂本,1,1,1.0,0
2025412,オコエ,1,0,0.0,0
2025413,泉口,3,2,0.6666666666666666,0
2025413,長野,5,0,0.0,0
2025413,吉川,5,2,0.4,2
2025413,岡本,3,0,0.0,0
2025413,ヘルナンデス,5,1,0.2,0
2025413,甲斐,3,1,0.3333333333333333,0
2025413,坂本,3,1,0.3333333333333333,0
2025413,田中瑛,0,0,0,0
2025413,若林,2,0,0.0,0
2025413,佐々木,2,0,0.0,0
2025413,石川,2,1,0.5,0
2025413,西舘,0,0,0,0
2025413,中山,1,0,0.0,0
2025413,高梨,0,0,0,0
2025413,ケラー,0,0,0,0
2025413,岸田,1,1,1.0,0
2025413,門脇,0,0,0,0
2025415,泉口,4,1,0.25,0
2025415,甲斐,3,1,0.3333333333333333,1
2025415,吉川,4,2,0.5,0
2025415,岡本,4,1,0.25,0
2025415,大城卓,4,0,0.0,0
2025415,マルティネス,0,0,0,0
2025415,ヘルナンデス,4,0,0.0,0
2025415,佐々木,3,1,0.3333333333333333,0
2025415,若林,2,0,0.0,0
2025415,井上,1,1,1.0,0
2025415,荒巻,0,0,0,0
2025415,大勢,0,0,0,0
2025415,門脇,0,0,0,0
2025416,泉口,3,1,0.3333333333333333,0
2025416,甲斐,3,1,0.3333333333333333,0
2025416,吉川,4,2,0.5,1
2025416,岡本,4,2,0.5,4
2025416,大城卓,3,1,0.3333333333333333,0
2025416,門脇,1,0,0.0,0
2025416,オコエ,4,1,0.25,0
2025416,佐々木,3,0,0.0,0
2025416,ヘルナンデス,1,0,0.0,0
2025416,笹原,3,0,0.0,0
2025416,山﨑,2,0,0.0,0
2025416,荒巻,1,0,0.0,0
2025416,高梨,0,0,0,0
2025416,中川,0,0,0,0
2025417,泉口,4,0,0.0,0
2025417,甲斐,1,0,0.0,0
2025417,岸田,2,0,0.0,0
2025417,吉川,3,0,0.0,0
2025417,西舘,0,0,0,0
2025417,長野,1,0,0.0,0
2025417,中川,0,0,0,0
2025417,岡本,4,1,0.25,0
2025417,大城卓,4,2,0.5,0
2025417,ヘルナンデス,4,1,0.25,1
2025417,若林,3,2,0.6666666666666666,0
2025417,増田大,0,0,0,0
2025417,荒巻,0,0,0,0
2025417,笹原,4,1,0.25,0
2025417,田中将,0,0,0,0
2025417,横川,1,0,0.0,0
2025417,オコエ,1,0,0.0,0
2025417,ケラー,0,0,0,0
2025417,中山,2,0,0.0,0
2025418,泉口,4,2,0.5,2
2025418,若林,5,2,0.4,2
2025418,吉川,4,1,0.25,2
2025418,岡本,4,1,0.25,0
2025418,甲斐,5,0,0.0,0
2025418,荒巻,3,1,0.3333333333333333,0
2025418,門脇,0,0,0,0
2025418,ヘルナンデス,4,1,0.25,1
2025418,岡田,3,1,0.3333333333333333,0
2025418,笹原,1,0,0.0,0
2025418,赤星,1,1,1.0,0
2025418,田中瑛,0,0,0,0
2025418,大城卓,1,0,0.0,0
2025418,船迫,0,0,0,0
2025418,高梨,0,0,0,0
2025418,大勢,0,0,0,0
2025418,中山,1,1,1.0,0
2025418,西舘,0,0,0,0
2025419,泉口,3,2,0.6666666666666666,0
2025419,若林,5,3,0.6,2
2025419,吉川,5,2,0.4,1
2025419,岡本,5,2,0.4,2
2025419,甲斐,4,2,0.5,1
2025419,ヘルナンデス,3,1,0.3333333333333333,0
2025419,大勢,0,0,0,0
2025419,長野,1,0,0.0,0
2025419,マルティネス,0,0,0,0
2025419,荒巻,3,0,0.0,0
2025419,門脇,1,0,0.0,0
2025419,笹原,4,0,0.0,0
2025419,石川,1,0,0.0,0
2025419,郡,1,0,0.0,0
2025419,船迫,0,0,0,0
2025419,中川,0,0,0,0
2025419,中山,1,1,1.0,0
2025419,田中瑛,0,0,0,0
2025419,増田大,1,1,1.0,0
2025420,泉口,5,1,0.2,1
2025420,若林,4,2,0.5,1
2025420,吉川,4,1,0.25,0
2025420,岡本,4,0,0.0,0
2025420,甲斐,5,2,0.4,0
2025420,ヘルナンデス,4,1,0.25,0
2025420,荒巻,4,1,0.25,0
2025420,笹原,3,0,0.0,0
2025420,戸田,0,0,0,0
2025420,ケラー,0,0,0,0
2025420,佐々木,1,0,0.0,0
2025420,横川,0,0,0,0
2025420,岡田,1,0,0.0,0
2025420,西舘,0,0,0,0
2025420,長野,1,0,0.0,0
2025420,高梨,0,0,0,0
2025420,中川,0,0,0,0
2025420,中山,1,0,0.0,0
2025420,増田大,0,0,0,0
2025422,泉口,3,2,0.6666666666666666,0
2025422,若林,2,0,0.0,0
2025422,郡,1,0,0.0,0
2025422,吉川,3,2,0.6666666666666666,3
2025422,岡本,4,2,0.5,4
2025422,大城卓,3,1,0.3333333333333333,1
2025422,門脇,0,0,0,0
2025422,甲斐,4,1,0.25,0
2025422,戸田,0,0,0,0
2025422,ヘルナンデス,4,1,0.25,0
2025422,中山,3,0,0.0,0
2025422,笹原,1,0,0.0,0
2025422,井上,3,0,0.0,0
2025422,岸田,1,0,0.0,0
2025423,泉口,3,1,0.3333333333333333,0
2025423,若林,4,0,0.0,0
2025423,吉川,3,1,0.3333333333333333,0
2025423,岡本,3,0,0.0,0
2025423,大城卓,3,1,0.3333333333333333,2
2025423,マルティネス,0,0,0,0
2025423,甲斐,4,2,0.5,0
2025423,ヘルナンデス,2,0,0.0,0
2025423,船迫,0,0,0,0
2025423,中川,0,0,0,0
2025423,増田陸,1,1,1.0,0
2025423,笹原,1,0,0.0,0
2025423,佐々木,2,0,0.0,0
2025423,山﨑,1,0,0.0,0
2025423,岡田,0,0,0,0
2025423,長野,1,0,0.0,0
2025423,大勢,0,0,0,0
2025423,門脇,0,0,0,0
2025425,泉口,4,2,0.5,0
2025425,若林,4,2,0.5,0
2025425,吉川,4,0,0.0,0
2025425,岡本,4,0,0.0,1
2025425,大城卓,4,0,0.0,0
2025425,甲斐,4,1,0.25,0
2025425,キャベッジ,4,0,0.0,0
2025425,岡田,2,0,0.0,0
2025425,横川,0,0,0,0
2025425,中山,1,0,0.0,0
2025425,西舘,0,0,0,0
2025425,ケラー,0,0,0,0
2025425,赤星,1,1,1.0,0
2025425,佐々木,2,1,0.5,0
2025426,泉口,5,2,0.4,0
2025426,若林,3,1,0.3333333333333333,0
2025426,吉川,4,2,0.5,0
2025426,岡本,3,1,0.3333333333333333,2
2025426,甲斐,3,0,0.0,0
2025426,キャベッジ,3,0,0.0,0
2025426,佐々木,3,0,0.0,0
2025426,大城卓,1,0,0.0,0
2025426,田中瑛,0,0,0,0
2025426,高梨,0,0,0,0
2025426,門脇,4,0,0.0,0
2025426,石川,1,0,0.0,0
2025426,中山,1,0,0.0,0
2025426,グリフィン,0,0,0,0
2025426,増田陸,1,0,0.0,0
2025426,中川,0,0,0,0
2025426,増田大,0,0,0,0
2025426,岡田,1,0,0.0,0
2025427,泉口,5,1,0.2,0
2025427,若林,2,0,0.0,0
2025427,船迫,0,0,0,0
2025427,中川,0,0,0,0
