"matchID,氏名,打数,安打,打率,打点"
"2025518,山縣,0,0,0,0"
"2025518,石井,5,0,0.0,0"
"2025518,伏見,4,0,0.0,0"
"2025518,五十幡,4,1,0.25,0"
"2025520,郡司,4,1,0.25,0"
"2025520,五十幡,0,0,0,0"
"2025520,万波,2,1,0.5,0"
"2025520,レイエス,3,0,0.0,0"
"2025520,矢澤,0,0,0,0"
"2025520,吉田,3,1,0.3333333333333333,0"
"2025520,石井,4,0,0.0,0"
"2025520,清宮幸,3,0,0.0,0"
"2025520,松本剛,4,1,0.25,0"
"2025520,山縣,3,1,0.3333333333333333,0"
"2025520,伏見,2,1,0.5,2"
"2025521,万波,3,1,0.3333333333333333,0"
"2025521,五十幡,0,0,0,0"
"2025521,石井,4,1,0.25,0"
"2025521,清宮幸,4,2,0.5,1"
"2025521,レイエス,3,1,0.3333333333333333,0"
"2025521,郡司,4,1,0.25,1"
"2025521,吉田,3,0,0.0,0"
"2025521,矢澤,0,0,0,0"
"2025521,進藤,3,0,0.0,0"
"2025521,水野,3,0,0.0,0"
"2025521,松本剛,3,0,0.0,0"
"2025522,万波,5,1,0.2,0"
"2025522,石井,5,1,0.2,0"
"2025522,清宮幸,5,0,0.0,0"
"2025522,郡司,2,0,0.0,0"
"2025522,矢澤,0,0,0,0"
"2025522,吉田,3,1,0.3333333333333333,0"
"2025522,細川,0,0,0,0"
"2025522,伏見,1,0,0.0,0"
"2025522,レイエス,5,3,0.6,1"
"2025522,水野,4,0,0.0,1"
"2025522,進藤,2,0,0.0,0"
"2025522,淺間,1,0,0.0,1"
"2025522,五十幡,4,0,0.0,0"
"2025523,淺間,3,1,0.3333333333333333,0"
"2025523,五十幡,0,0,0,0"
"2025523,石井,4,1,0.25,0"
"2025523,レイエス,3,1,0.3333333333333333,0"
"2025523,郡司,3,1,0.3333333333333333,1"
"2025523,清宮幸,4,1,0.25,0"
"2025523,奈良間,0,0,0,0"
"2025523,万波,4,1,0.25,0"
"2025523,吉田,3,0,0.0,0"
"2025523,細川,0,0,0,0"
"2025523,矢澤,4,0,0.0,0"
"2025523,山縣,4,0,0.0,0"
"2025524,淺間,4,1,0.25,0"
"2025524,奈良間,3,0,0.0,0"
"2025524,細川,1,1,1.0,0"
"2025524,レイエス,4,0,0.0,0"
"2025524,郡司,3,2,0.6666666666666666,0"
"2025524,水野,4,1,0.25,0"
"2025524,清宮幸,4,0,0.0,0"
"2025524,万波,3,0,0.0,1"
"2025524,矢澤,3,1,0.3333333333333333,0"
"2025524,吉田,0,0,0,0"
"2025524,五十幡,0,0,0,0"
"2025524,伏見,3,1,0.3333333333333333,0"
"2025524,松本剛,1,0,0.0,0"
"2025525,淺間,5,1,0.2,0"
"2025525,石井,4,0,0.0,0"
"2025525,レイエス,4,0,0.0,0"
"2025525,郡司,4,1,0.25,0"
"2025525,矢澤,0,0,0,0"
"2025525,奈良間,0,0,0,0"
"2025525,万波,5,1,0.2,0"
"2025525,清宮幸,5,1,0.2,0"
"2025525,伏見,0,0,0,0"
"2025525,五十幡,5,2,0.4,1"
"2025525,進藤,3,0,0.0,0"
"2025525,吉田,1,0,0.0,0"
"2025525,水野,4,1,0.25,0"
"2025527,淺間,4,0,0.0,0"
"2025527,進藤,0,0,0,0"
"2025527,五十幡,4,0,0.0,1"
"2025527,石井,3,0,0.0,1"
"2025527,レイエス,4,1,0.25,0"
"2025527,郡司,4,0,0.0,0"
"2025527,奈良間,0,0,0,0"
"2025527,清宮幸,4,1,0.25,1"
"2025527,松本剛,3,1,0.3333333333333333,0"
"2025527,伏見,3,2,0.6666666666666666,1"
"2025527,矢澤,1,1,1.0,1"
"2025527,山縣,3,0,0.0,0"
"2025528,吉田,4,1,0.25,0"
"2025528,奈良間,0,0,0,0"
"2025528,松本剛,3,0,0.0,0"
"2025528,レイエス,3,0,0.0,0"
"2025528,万波,4,0,0.0,0"
"2025528,石井,4,1,0.25,0"
"2025528,伏見,4,2,0.5,0"
"2025528,清宮幸,4,1,0.25,1"
"2025528,山縣,3,1,0.3333333333333333,0"
"2025528,五十幡,2,0,0.0,0"
"2025530,吉田,1,1,1.0,0"
"2025530,奈良間,1,0,0.0,0"
"2025530,石井,2,0,0.0,0"
"2025530,山縣,1,0,0.0,0"
"2025530,レイエス,4,1,0.25,2"
"2025530,万波,4,1,0.25,1"
"2025530,伏見,4,1,0.25,0"
"2025530,清宮幸,3,2,0.6666666666666666,1"
"2025530,矢澤,0,0,0,0"
"2025530,細川,0,0,0,0"
"2025530,松本剛,2,0,0.0,0"
"2025530,水野,2,1,0.5,0"
"2025530,五十幡,3,0,0.0,0"
"2025531,郡司,5,3,0.6,2"
"2025531,淺間,4,1,0.25,0"
"2025531,レイエス,4,1,0.25,0"
"2025531,万波,4,0,0.0,0"
"2025531,清宮幸,3,1,0.3333333333333333,0"
"2025531,石井,3,0,0.0,0"
"2025531,松本剛,1,1,1.0,0"
"2025531,伏見,3,0,0.0,0"
"2025531,奈良間,3,1,0.3333333333333333,0"
"2025531,吉田,1,0,0.0,0"
"2025531,五十幡,3,1,0.3333333333333333,0"
"2025531,矢澤,1,1,1.0,2"
"202561,淺間,2,0,0.0,0"
"202561,矢澤,4,0,0.0,0"
"202561,レイエス,4,2,0.5,1"
"202561,清宮幸,3,1,0.3333333333333333,0"
"202561,郡司,3,0,0.0,0"
"202561,石井,2,0,0.0,0"
"202561,山縣,1,0,0.0,0"
"202561,万波,2,0,0.0,0"
"202561,五十幡,0,0,0,0"
"202561,進藤,2,0,0.0,0"
"202561,上川畑,3,0,0.0,0"
"202563,矢澤,4,0,0.0,0"
"202563,水谷,3,1,0.3333333333333333,0"
"202563,奈良間,0,0,0,0"
"202563,清宮幸,4,0,0.0,0"
"202563,レイエス,4,0,0.0,0"
"202563,郡司,4,1,0.25,0"
"202563,万波,4,1,0.25,0"
"202563,上川畑,2,0,0.0,0"
"202563,石井,1,0,0.0,0"
"202563,山縣,3,1,0.3333333333333333,0"
"202563,五十幡,0,0,0,0"
"202563,進藤,2,0,0.0,0"
"202563,淺間,1,0,0.0,0"
"202563,伏見,0,0,0,0"
"202564,水谷,3,1,0.3333333333333333,0"
"202564,矢澤,1,0,0.0,0"
"202564,清宮幸,4,1,0.25,0"
"202564,レイエス,4,0,0.0,0"
"202564,郡司,3,2,0.6666666666666666,1"
"202564,上川畑,0,0,0,0"
"202564,伏見,4,2,0.5,0"
"202564,万波,4,3,0.75,2"
"202564,石井,4,0,0.0,0"
"202564,奈良間,0,0,0,0"
"202564,松本剛,4,2,0.5,0"
"202564,山縣,4,1,0.25,2"
"202565,石井,4,2,0.5,1"
"202565,清宮幸,4,0,0.0,0"
"202565,レイエス,3,1,0.3333333333333333,0"
"202565,水谷,1,0,0.0,0"
"202565,郡司,3,0,0.0,0"
"202565,松本剛,1,0,0.0,0"
"202565,淺間,3,0,0.0,0"
"202565,万波,3,0,0.0,0"
"202565,山縣,3,0,0.0,0"
